colClues,difficulty,number,rowClues,sizeCol,sizeRow,solution,title
"0 ,0 ,0 ,3,0 ,0 ,0 ,7,0 ,0 ,1,3,0 ,0 ,0 ,3,0 ,2,1,2,0 ,0 ,4,4,0 ,2,3,2,0 ,3,1,3,1,1,1,1,0 ,0 ,0 ,5",10-Mar,15714,"0 ,0 ,0 ,1,0 ,1,1,0 ,0 ,0 ,0 ,0 ,2,1,4,1,2,0 ,0 ,0 ,0 ,0 ,1,2,2,2,1,3,3,0 ,3,5,1,2,1,2,1,5,3,3",10,10,http://static.nonograms.org/files/nonograms/large/duhi4_12_1_1p.png,Perfume
"0 ,0 ,1,0 ,0 ,3,0 ,2,1,0 ,0 ,5,0 ,0 ,4,0 ,0 ,6,0 ,0 ,7,3,2,1,1,3,1,0 ,5,1",10-Mar,16322,"0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,5,0 ,5,3,0 ,0 ,0 ,0 ,2,2,1,10,1,2,5,3,1,2",10,10,http://static.nonograms.org/files/nonograms/large/belka22_12_1_1p.png,Squirrel
"0 ,0 ,2,3,0 ,1,1,1,0 ,1,1,3,0 ,0 ,2,2,0 ,3,2,2,1,1,1,1,0 ,0 ,3,2,0 ,0 ,2,2,0 ,0 ,1,1,0 ,0 ,0 ,5",10-May,11256,"0 ,0 ,1,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,0 ,1,0 ,0 ,0 ,0 ,1,1,1,1,1,1,1,1,0 ,2,2,1,2,1,3,1,1,1,0 ,1,1,2,1,1,1,3,3,1,2",10,10,http://static.nonograms.org/files/nonograms/large/zaychik13_12_1_1p.png,Bunny
"0 ,0 ,2,0 ,0 ,4,0 ,0 ,4,2,2,2,0 ,0 ,10,0 ,0 ,10,2,2,2,0 ,0 ,2,0 ,0 ,4,0 ,0 ,6",10-Feb,7489,"0 ,0 ,0 ,2,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,4,2,0 ,0 ,2,4,0 ,0 ,2,4,1,2,10,10,2,1,4,2",10,10,http://static.nonograms.org/files/nonograms/large/krest_12_1_1p.png,Cross
"0 ,1,3,2,1,1,0 ,1,3,2,1,1,0 ,2,2,0 ,6,1,0 ,0 ,4,0 ,0 ,2,0 ,0 ,1,0 ,0 ,1",10-Apr,11720,"0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,4,0 ,0 ,0 ,1,1,1,0 ,2,4,3,5,2,5,1,1,1,1",10,10,http://static.nonograms.org/files/nonograms/large/petuh23_12_1_1p.png,Cock
"0 ,0 ,3,3,0 ,2,4,1,0 ,1,2,2,1,2,1,1,0 ,2,2,3,0 ,3,1,1,0 ,4,1,3,0 ,0 ,3,2,0 ,0 ,2,1,0 ,4,1,3",10-Mar,11130,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,2,4,0 ,1,0 ,1,3,0 ,0 ,2,3,1,1,2,1,1,2,2,10,6,1,1,1,1,2,1,1,5",10,10,http://static.nonograms.org/files/nonograms/large/devochka_so_skakalkoy_12_1_1p.png,Girl jumping rope
"0 ,0 ,0 ,0 ,10,0 ,0 ,1,3,2,0 ,1,2,2,1,0 ,1,2,2,1,1,2,1,1,1,0 ,1,2,2,1,0 ,0 ,1,2,1,0 ,0 ,1,3,2,0 ,0 ,1,4,3,0 ,0 ,0 ,0 ,10",10-Feb,11140,"0 ,0 ,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,1,0 ,0 ,6,1,6,0 ,2,1,2,2,2,0 ,3,1,3,10,3,2,1,2,3,10",10,10,http://static.nonograms.org/files/nonograms/large/shit_i_mech2_12_1_1p.png,Sword & shield
"0 ,0 ,6,1,0 ,1,1,1,0 ,0 ,2,3,0 ,0 ,1,4,0 ,1,1,2,0 ,1,1,1,0 ,0 ,1,1,1,1,1,1,1,1,1,1,0 ,0 ,3,2",10-Mar,11113,"0 ,0 ,1,0 ,1,0 ,1,0 ,0 ,0 ,0 ,0 ,1,2,1,0 ,3,2,0 ,1,1,10,1,1,2,7,2,1,1,3",10,10,http://static.nonograms.org/files/nonograms/large/viselica_12_1_1p.png,Gallows
"0 ,1,1,0 ,1,1,0 ,0 ,10,1,2,2,0 ,3,1,1,1,1,0 ,3,1,0 ,4,2,0 ,0 ,10,0 ,1,1",10-Feb,21016,"0 ,1,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,1,1,3,1,1,2,1,2,0 ,7,4,7,2,1,1,1,1,3,7",10,10,http://static.nonograms.org/files/nonograms/large/televizor6_12_1_1p.png,TV
"0 ,0 ,6,3,0 ,1,3,2,0 ,1,3,3,1,3,1,1,0 ,4,1,1,2,1,1,1,0 ,0 ,5,2,0 ,4,1,1,0 ,4,3,1,0 ,3,2,1",10-Feb,11112,"0 ,1,2,0 ,0 ,1,0 ,1,0 ,0 ,2,1,2,5,4,1,3,1,3,4,7,6,4,3,2,2,3,1,3,4",10,10,http://static.nonograms.org/files/nonograms/large/basketbol4_12_1_1p.png,Basketball
"0 ,0 ,4,4,0 ,0 ,6,6,2,2,2,2,2,2,2,2,0 ,0 ,0 ,13,0 ,3,1,3,0 ,1,3,1,0 ,0 ,3,3,0 ,0 ,0 ,7,0 ,0 ,0 ,5",10-Mar,20239,"0 ,0 ,2,2,5,4,3,4,5,2,2,0 ,0 ,4,6,2,5,3,4,2,4,3,5,2,6,4",10,13,http://static.nonograms.org/files/nonograms/large/mishka77_12_1_1p.png,Mouse
"0 ,0 ,2,2,0 ,0 ,1,1,0 ,0 ,0 ,5,0 ,1,1,1,0 ,1,1,5,0 ,1,1,1,0 ,1,2,1,0 ,0 ,2,5,0 ,3,1,1,1,1,1,1",10-Mar,18721,"0 ,1,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,4,1,0 ,0 ,0 ,0 ,4,1,1,1,1,2,1,1,0 ,2,2,1,3,1,2,1,1,3,4,3",10,10,http://static.nonograms.org/files/nonograms/large/koza8_12_1_1p.png,Goat
"0 ,0 ,0 ,3,0 ,2,1,1,0 ,1,1,1,0 ,3,4,1,0 ,1,1,1,0 ,0 ,2,1,0 ,0 ,4,1,0 ,0 ,2,3,1,1,1,1,1,1,1,1",10-Apr,11198,"0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,2,1,1,1,1,0 ,0 ,0 ,0 ,1,3,1,1,1,1,1,1,2,3,1,2,3,2,1,1,2,4,3",10,10,http://static.nonograms.org/files/nonograms/large/kozyol6_12_1_1p.png,Goat
"0 ,1,0 ,2,0 ,5,0 ,6,0 ,4,0 ,4,0 ,4,0 ,5,1,7,4,5",10-Mar,16189,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,3,2,0 ,1,1,2,3,5,5,7,8,2,1,1,2",10,12,http://static.nonograms.org/files/nonograms/large/pyos15_12_1_1p.png,Dog
"0 ,3,2,1,2,1,0 ,0 ,6,0 ,5,2,0 ,3,4,2,2,1,1,1,2,0 ,2,4,0 ,2,4,0 ,0 ,5",10-Mar,11123,"0 ,1,1,2,0 ,0 ,2,0 ,1,0 ,2,3,3,1,3,5,2,3,1,2,4,2,2,1,1,2,3,2,3,3",10,10,http://static.nonograms.org/files/nonograms/large/in_i_yan3_12_1_1p.png,Yin and yang
"0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,1,2,0 ,0 ,1,2,1,0 ,1,1,1,1,0 ,1,1,2,1,0 ,0 ,1,1,1,1,1,1,2,1,0 ,1,1,1,5,0 ,0 ,0 ,0 ,13,0 ,0 ,0 ,0 ,15",10-Feb,7659,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,1,1,2,1,5,0 ,0 ,4,2,4,2,2,8,2,7,4,3,3,4,2,1,1",10,15,http://static.nonograms.org/files/nonograms/large/ulitka17_12_1_1p.png,Snail
"0 ,2,2,0 ,4,4,5,3,1,0 ,9,1,0 ,8,2,0 ,0 ,9,0 ,0 ,7,0 ,0 ,5,0 ,0 ,3,0 ,0 ,1",10-Mar,9115,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,2,0 ,4,6,7,7,7,7,7,7,2,2,4",10,11,http://static.nonograms.org/files/nonograms/large/serdce5_12_1_1p.png,Heart
"0 ,0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,1,2,3,0 ,0 ,1,2,2,3,1,1,1,2,1,1,0 ,0 ,0 ,3,2,3,0 ,0 ,0 ,1,2,3,0 ,0 ,0 ,0 ,9,3,0 ,0 ,0 ,1,1,3,0 ,0 ,0 ,0 ,8,5,0 ,0 ,0 ,0 ,10,3",10-Mar,7341,"0 ,0 ,1,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7,1,1,1,1,2,1,7,7,0 ,0 ,0 ,2,0 ,1,2,2,4,2,2,4,2,2,1,1,1,9,6,9",10,15,http://static.nonograms.org/files/nonograms/large/pk_12_1_1p.png,PC
"0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,6,0 ,1,1,2,2,1,1,2,2,2,1,1,2,2,2,0 ,3,2,1,2,0 ,0 ,3,2,4,0 ,0 ,3,3,3,0 ,0 ,0 ,0 ,11,0 ,0 ,0 ,0 ,15",10-Mar,855,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,0 ,3,3,0 ,0 ,0 ,0 ,0 ,3,4,2,3,0 ,3,0 ,0 ,1,1,8,5,2,7,9,3,2,4,4,9,2,1,1",10,15,http://static.nonograms.org/files/nonograms/large/ulitka_12_1_1p.png,Snail
"0 ,0 ,0 ,2,0 ,0 ,2,1,0 ,0 ,0 ,4,0 ,0 ,0 ,3,0 ,0 ,0 ,2,0 ,0 ,0 ,2,2,1,2,2,4,2,4,1,0 ,2,4,4,0 ,0 ,2,2",10-Mar,17033,"0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,4,0 ,2,2,1,0 ,0 ,0 ,0 ,1,0 ,2,4,2,2,4,2,4,2,2,1,2,4,2,2",10,14,http://static.nonograms.org/files/nonograms/large/ganteli2_12_1_1p.png,Dumbbells
"0 ,0 ,0 ,2,0 ,0 ,0 ,4,0 ,0 ,1,1,0 ,0 ,4,2,0 ,0 ,2,12,0 ,0 ,2,12,4,2,2,1,1,1,1,1,0 ,4,1,3,0 ,0 ,0 ,2",10-Mar,13698,"0 ,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,3,4,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,2,2,4,1,3,2,2,8,4,2,2,2,5,3,1,5,1",10,16,http://static.nonograms.org/files/nonograms/large/klyuch4_12_1_1p.png,Key
"0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,5,6,0 ,0 ,2,2,6,2,1,1,5,2,0 ,0 ,1,1,7,0 ,0 ,0 ,0 ,15,0 ,0 ,0 ,2,3,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,3",10-Apr,7362,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,2,1,1,1,2,2,0 ,0 ,0 ,0 ,3,0 ,0 ,1,1,3,2,1,2,1,2,5,6,5,6,6,2,6,4",10,16,http://static.nonograms.org/files/nonograms/large/cherepashonok_12_1_1p.png,Little turtle
"0 ,0 ,0 ,9,0 ,0 ,0 ,2,0 ,0 ,6,2,0 ,1,1,2,0 ,4,1,7,0 ,0 ,4,11,0 ,0 ,4,11,0 ,0 ,0 ,15,0 ,2,2,5,2,2,2,2",10-Mar,2651,"0 ,0 ,0 ,0 ,1,0 ,1,1,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,1,1,1,1,2,1,0 ,0 ,0 ,0 ,4,6,6,4,3,8,3,3,6,6,6,5,8,8,4,2",10,16,http://static.nonograms.org/files/nonograms/large/parovoz3_12_1_1p.png,Locomotive
"0 ,0 ,0 ,3,3,0 ,0 ,1,2,5,1,1,2,2,1,0 ,0 ,0 ,1,2,0 ,0 ,1,2,2,0 ,0 ,0 ,2,2,0 ,0 ,3,2,1,0 ,1,1,4,2,0 ,0 ,0 ,2,10,0 ,0 ,3,3,2",10-Apr,20088,"0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,3,1,1,1,1,1,2,0 ,3,2,3,2,2,2,1,2,3,3,1,4,3,4,7,1,1,1,1,3,4",10,15,http://static.nonograms.org/files/nonograms/large/cherepashonok4_12_1_1p.png,Little turtle
"0 ,0 ,0 ,0 ,1,0 ,0 ,2,1,1,0 ,1,4,2,3,0 ,1,3,3,1,0 ,1,1,5,1,0 ,0 ,0 ,4,5,0 ,2,3,1,2,1,1,3,1,2,0 ,2,2,2,4,0 ,4,1,2,3",10-Apr,18820,"0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,1,2,1,0 ,1,1,0 ,0 ,0 ,0 ,0 ,3,1,1,1,2,1,2,1,2,1,4,5,2,4,0 ,1,1,1,6,2,1,2,3,1,2,2,1,1,1,7,3,2,1",10,15,http://static.nonograms.org/files/nonograms/large/kolibri20_12_1_1p.png,Hummingbird
"0 ,0 ,12,1,0 ,0 ,8,1,0 ,0 ,0 ,7,0 ,0 ,0 ,7,1,1,2,1,0 ,0 ,2,2,0 ,0 ,3,3,0 ,1,5,3,0 ,0 ,2,10,0 ,0 ,3,11",10-Feb,15229,"5,4,4,0 ,4,4,5,2,1,1,2,1,0 ,0 ,1,3,2,1,5,1,2,3,6,5,4,3,2,4,5,6",10,15,http://static.nonograms.org/files/nonograms/large/serdechki_12_1_1p.png,Hearts
"0 ,0 ,2,6,4,1,2,2,0 ,2,2,3,0 ,0 ,2,3,0 ,0 ,1,2,0 ,1,2,2,0 ,1,2,6,1,3,1,3,1,3,1,1,0 ,5,1,1",10-Apr,18656,"0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,2,1,0 ,0 ,2,1,3,0 ,2,0 ,0 ,1,1,1,1,1,2,1,2,1,2,1,3,3,1,1,1,2,1,2,3,3,3,1,1,3,1,5,1,2",10,15,http://static.nonograms.org/files/nonograms/large/aist_v_polete_12_1_1p.png,Flying Stork
"0 ,0 ,1,1,0 ,0 ,4,5,6,1,1,1,0 ,0 ,0 ,13,0 ,0 ,0 ,16,0 ,0 ,0 ,13,0 ,0 ,0 ,15,0 ,0 ,1,7,0 ,0 ,0 ,2,0 ,0 ,0 ,6",10-Mar,15924,"0 ,4,6,7,7,7,7,6,0 ,0 ,1,0 ,1,5,1,0 ,0 ,4,1,1,1,1,1,1,1,5,7,4,6,4,1,1,1,1",10,17,http://static.nonograms.org/files/nonograms/large/koshka41_12_1_1p.png,Cat
"0 ,3,1,1,3,0 ,0 ,5,1,5,2,3,1,3,2,2,2,1,2,2,0 ,0 ,4,5,4,0 ,0 ,0 ,0 ,13,0 ,0 ,4,1,4,1,1,1,1,1,1,2,1,2,1,0 ,0 ,0 ,3,3",10-Mar,13401,"0 ,0 ,0 ,3,3,0 ,0 ,0 ,0 ,0 ,3,3,0 ,0 ,0 ,0 ,0 ,2,3,2,0 ,1,0 ,1,0 ,2,3,2,0 ,0 ,4,6,6,1,2,7,2,8,2,7,2,1,6,6,4",10,15,http://static.nonograms.org/files/nonograms/large/babochka65_12_1_1p.png,Butterfly
"0 ,0 ,1,0 ,0 ,3,0 ,0 ,5,0 ,0 ,7,1,2,2,3,4,2,4,5,2,3,7,1,0 ,3,7,2,3,4",10-Mar,10972,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,2,3,4,3,3,2,0 ,0 ,2,3,3,3,3,2,2,3,3,3,4,5,5,1,1,3,3",10,17,http://static.nonograms.org/files/nonograms/large/dolina_faraonov_12_1_1p.png,Valley Of The Pharaohs
"0 ,0 ,1,2,0 ,1,7,1,0 ,0 ,11,1,0 ,0 ,0 ,12,0 ,0 ,12,1,0 ,0 ,0 ,14,0 ,0 ,0 ,13,0 ,0 ,3,12,1,2,2,10,0 ,0 ,7,11",10-Mar,21273,"0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,1,2,6,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,2,1,1,1,2,3,1,3,2,6,9,10,9,10,10,9,9,8,7,5,1",10,20,http://static.nonograms.org/files/nonograms/large/yozh5_12_1_1p.png,Hedgehog
"0 ,0 ,0 ,0 ,1,13,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,2,5,0 ,0 ,0 ,0 ,2,9,0 ,0 ,8,1,2,1,0 ,0 ,0 ,7,2,1,0 ,0 ,0 ,0 ,4,10,0 ,0 ,0 ,1,1,8,1,3,1,1,1,1,0 ,0 ,0 ,1,3,13",10-Apr,7691,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,3,0 ,0 ,0 ,0 ,1,1,1,0 ,2,1,4,1,0 ,1,1,1,0 ,1,1,1,2,1,0 ,0 ,2,2,4,1,3,6,2,6,1,2,2,3,1,4,1,2,4,2,1,2,2,1,1,7,1,1,1,1,8,1,1,1,2",10,20,http://static.nonograms.org/files/nonograms/large/vertolet7_12_1_1p.png,Helicopter
"0 ,0 ,0 ,3,0 ,1,2,4,0 ,2,2,6,0 ,0 ,4,9,0 ,1,3,8,0 ,0 ,1,14,0 ,0 ,1,11,0 ,1,4,9,1,2,2,1,0 ,0 ,7,9",10-Mar,420,"0 ,1,1,1,1,2,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,2,1,2,1,1,4,6,6,7,7,6,5,4,3,3,3,0 ,9,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4",10,20,http://static.nonograms.org/files/nonograms/large/044_12_1_1p.png,Shoe
"0 ,3,0 ,5,0 ,6,2,7,6,3,0 ,13,0 ,17,0 ,16,0 ,14,0 ,12",10-Feb,157,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,1,2,3,5,5,6,6,7,7,6,6,5,5,9,10,9,2,3,2,1",10,20,http://static.nonograms.org/files/nonograms/large/duck_12_1_1p.png,Duck
"0 ,0 ,0 ,6,0 ,0 ,7,6,0 ,2,7,6,0 ,0 ,9,4,0 ,1,5,1,3,2,3,3,6,2,3,1,0 ,0 ,4,7,0 ,0 ,0 ,8,0 ,0 ,0 ,5",10-Apr,16503,"0 ,1,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,5,4,3,4,4,5,5,4,0 ,2,2,2,1,2,2,0 ,0 ,0 ,1,1,1,2,1,3,3,3,4,2,2,2,3,3,4,3,1,2,1,2,1,1",10,22,http://static.nonograms.org/files/nonograms/large/ptica34_12_1_1p.png,Bird
"0 ,1,0 ,3,0 ,3,1,1,0 ,6,3,2,2,2,1,2,1,1,1,2",10-Feb,11718,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,0 ,2,2,10,3,2,1,3,1,3",10,9,http://static.nonograms.org/files/nonograms/large/pyos7_12_1_1p.png,Dog
"0 ,2,0 ,4,0 ,3,0 ,4,0 ,4,0 ,3,0 ,3,1,1,2,2,0 ,6",10-Mar,6499,"0 ,0 ,0 ,0 ,0 ,2,1,0 ,0 ,2,4,5,7,1,1,0 ,2,2,1,1,1,1,2,2",10,8,http://static.nonograms.org/files/nonograms/large/kobra2_12_1_1p.png,Cobra
"0 ,1,0 ,2,0 ,3,1,2,1,1,0 ,1,0 ,3,0 ,4,0 ,4,0 ,2",10-Mar,14611,"2,4,4,9,2,2,2",10,7,http://static.nonograms.org/files/nonograms/large/nota4_12_1_1p.png,Note
"0 ,1,0 ,3,0 ,1,0 ,1,0 ,2,1,3,1,4,2,1,1,1,1,1",10-Mar,6493,"1,1,4,3,3,9,2,1",10,8,http://static.nonograms.org/files/nonograms/large/zhiraf11_12_1_1p.png,Giraffe
"0 ,6,5,2,0 ,6,0 ,3,0 ,6,0 ,6,5,3,4,3,2,2,1,1",10-Mar,6498,"1,2,3,3,0 ,0 ,0 ,2,1,1,2,2,5,10,6,6,5,6",10,9,http://static.nonograms.org/files/nonograms/large/ptica9_12_1_1p.png,Bird
"0 ,0 ,0 ,5,1,2,1,1,0 ,0 ,0 ,4,0 ,0 ,4,3,0 ,0 ,2,2,0 ,0 ,0 ,6,0 ,0 ,0 ,4,0 ,0 ,1,1,0 ,0 ,0 ,3,0 ,0 ,0 ,3",10-Feb,1853,"0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,4,0 ,1,0 ,1,0 ,1,10,2,5,7,2,1,1,1,1",10,9,http://static.nonograms.org/files/nonograms/large/snowman_12_1_1p.png,Snowman
"0 ,1,0 ,1,0 ,2,0 ,2,1,1,0 ,5,0 ,5,1,2,1,1,1,2",10-Feb,11717,"0 ,0 ,0 ,0 ,0 ,3,1,2,10,2,2,2,1,3",10,7,http://static.nonograms.org/files/nonograms/large/zayac18_12_1_1p.png,Rabbit
"0 ,0 ,0 ,7,0 ,0 ,1,1,1,2,2,1,1,2,2,1,0 ,0 ,1,1,0 ,1,1,1,0 ,0 ,1,1,1,1,1,1,1,1,1,1,0 ,0 ,0 ,7",10-Mar,6550,"0 ,0 ,1,1,1,1,1,0 ,0 ,0 ,1,2,2,1,2,2,1,0 ,5,4,1,3,1,3,1,4,5",10,9,http://static.nonograms.org/files/nonograms/large/cherep3_12_1_1p.png,Skull
"0 ,0 ,0 ,1,0 ,0 ,0 ,3,0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,1,1,1,2,2,1,1,2,2,1,0 ,1,2,1,0 ,0 ,0 ,9",10-Feb,2117,"0 ,0 ,0 ,0 ,0 ,2,2,0 ,0 ,0 ,2,2,2,2,2,2,2,0 ,6,1,4,4,1,1,1,1,6",10,9,http://static.nonograms.org/files/nonograms/large/domik_12_1_1p.png,Little house
"0 ,0 ,5,0 ,0 ,7,0 ,0 ,9,2,1,2,0 ,0 ,11,0 ,0 ,11,2,5,2,0 ,3,3,0 ,3,3,0 ,0 ,7,0 ,0 ,5",10-Mar,80,"0 ,0 ,2,3,3,0 ,3,3,2,0 ,0 ,0 ,0 ,2,3,3,7,3,3,2,0 ,0 ,5,7,3,3,2,2,2,3,3,7,5",11,11,http://static.nonograms.org/files/nonograms/large/smile_12_1_1p.png,Smile
"0 ,0 ,0 ,7,0 ,0 ,3,7,1,1,5,1,1,1,5,1,1,1,3,1,0 ,1,3,1,0 ,2,1,2,0 ,0 ,0 ,3,0 ,0 ,1,1,0 ,0 ,0 ,5,0 ,0 ,0 ,7",10-Mar,2969,"0 ,0 ,0 ,1,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,1,1,0 ,6,5,4,0 ,0 ,0 ,1,1,1,1,8,1,1,1,1,0 ,4,1,1,3,2,2,2,3,1,1,4",11,11,http://static.nonograms.org/files/nonograms/large/kubok_12_1_1p.png,Sports Cup
"0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,9,2,1,1,1,2,1,1,1,1,1,0 ,0 ,0 ,0 ,11,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,3",10-Feb,8612,"0 ,0 ,0 ,0 ,0 ,0 ,2,3,0 ,0 ,0 ,0 ,2,1,3,2,0 ,1,1,1,2,0 ,3,1,2,1,1,11,1,2,2,1,3",11,11,http://static.nonograms.org/files/nonograms/large/zontik7_12_1_1p.png,Umbrella
"0 ,0 ,0 ,7,0 ,0 ,2,2,1,1,1,1,0 ,0 ,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0 ,0 ,1,8,1,1,1,1,0 ,2,1,1,0 ,0 ,0 ,9",10-Mar,2980,"0 ,0 ,1,0 ,1,1,1,0 ,1,0 ,0 ,0 ,0 ,1,0 ,1,1,1,0 ,1,2,0 ,0 ,2,1,8,1,1,1,1,1,1,0 ,8,2,1,1,1,1,1,8,1,1,8",11,11,http://static.nonograms.org/files/nonograms/large/kub_12_1_1p.png,Cube
"0 ,0 ,1,1,0 ,0 ,3,3,3,1,2,2,0 ,0 ,2,6,0 ,0 ,2,8,0 ,0 ,0 ,9,0 ,0 ,0 ,9,0 ,0 ,0 ,9,0 ,0 ,4,2,0 ,0 ,2,2,0 ,0 ,2,2",10-Mar,14487,"0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,3,0 ,4,1,1,0 ,0 ,0 ,0 ,4,0 ,0 ,3,10,1,5,4,4,5,10,10,1,3,2",11,12,http://static.nonograms.org/files/nonograms/large/sobachka14_12_1_1p.png,Dog
"0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,1,2,0 ,0 ,1,1,5,0 ,0 ,0 ,3,3,0 ,2,1,2,1,1,1,2,1,1,1,1,1,3,1,0 ,1,1,2,2,0 ,0 ,2,2,6,2,2,1,1,1,3,1,2,2,2",10-May,11264,"0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,1,0 ,2,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,2,0 ,2,2,1,1,1,0 ,1,0 ,1,1,1,2,2,1,1,2,2,1,1,2,2,3,2,1,4,1,2,3,1,2,1,3,1,1,3,2,1,2",11,15,http://static.nonograms.org/files/nonograms/large/ciplyonok4_12_1_1p.png,Chick
"0 ,0 ,3,0 ,1,6,0 ,2,9,0 ,9,3,8,2,2,2,5,6,1,3,5,0 ,3,3,0 ,0 ,4,0 ,0 ,4,0 ,0 ,4",10-Mar,8402,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8,8,4,3,0 ,2,0 ,0 ,0 ,6,4,2,4,4,6,1,2,4,3,9,4,5,3,1",11,15,http://static.nonograms.org/files/nonograms/large/ribka26_12_1_1p.png,Fish
