INFO:root:

*******STARTING!!!******


INFO:root:

*******Configuration******


INFO:root:# NUM_ROWS = 20


INFO:root:NUM_ROWS = 5


INFO:root:# NUM_COLS = 20


INFO:root:NUM_COLS = 5


INFO:root:empty_in_split = '\xa0'


INFO:root:pickle_unsolved_file_path = 'data/%dx%d_nonograms.pkl' % (NUM_ROWS, NUM_COLS)


INFO:root:pickle_solved_file_path = 'data/%dx%d_nonograms_solved.pkl' % (NUM_ROWS, NUM_COLS)


INFO:root:pickle_row_options_path = 'data/%dx%d_row_options.pkl' % (NUM_ROWS, NUM_ROWS)


INFO:root:convert_to_sat = True


INFO:root:should_run_in_parallel = True


INFO:root:print_individual_fitness = False


INFO:root:


INFO:root:NUM_COND_TREES = 5


INFO:root:NUM_VAL_TREES = NUM_COND_TREES + 1


INFO:root:prob_crossover_global = 0.8  # global probability for cx


INFO:root:prob_crossover_individual_cond = 0.7  # probability to cx a specific cond tree in an individual


INFO:root:prob_crossover_individual_val = 0.7  # probability to cx a specific cond tree in an individual


INFO:root:prob_mutate_global = 0.2


INFO:root:prob_mutate_individual_cond = 1


INFO:root:prob_mutate_individual_val = 1


INFO:root:


INFO:root:points_correct_box = 5


INFO:root:points_incorrect_box = 0


INFO:root:# points_incorrect_box = -2


INFO:root:pop_size = 40


INFO:root:hof_size = 1


INFO:root:# num_gen = 40


INFO:root:num_gen = 100


INFO:root:train_size = 3


INFO:root:

*******DONE!!!******


INFO:root:run time: 692 sec

INFO:root:max possible fitness for the nonograms ran: %d

INFO:root:log:    	      	                                            fitness                                             
   	      	------------------------------------------------------------------------------------------------
gen	nevals	avg |  	max | 	min |  	most common |        	num max |	num min |	size |	std |   
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(ones_diff_rows, -71)
le(zeros_diff_cols, _if_then_else(False, zeros_diff_cols, zeros_diff_cols))
ge(-71, compare_blocks_cols)
or_(True, le(max_row_clue, _if_then_else(False, ones_diff_rows, compare_blocks_rows)))
le(compare_blocks_cols, _if_then_else(False, _if_then_else(le(max_row_clue, max_col_clue), max_row_clue, max_row_clue), compare_blocks_cols))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(max_col_clue, max_col_clue)
le(zeros_diff_cols, zeros_diff_cols)
ge(compare_blocks_cols, _if_then_else(False, compare_blocks_cols, -71))
or_(le(_if_then_else(True, max_row_clue, max_row_clue), _if_then_else(False, ones_diff_rows, compare_blocks_rows)), True)
le(max_row_clue, _if_then_else(False, max_row_clue, max_row_clue))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(max_col_clue, -71)
le(_if_then_else(False, zeros_diff_cols, zeros_diff_cols), zeros_diff_cols)
ge(3, -71)
or_(le(max_row_clue, -26), True)
le(max_row_clue, _if_then_else(False, compare_blocks_cols, max_row_clue))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(max_col_clue, _if_then_else(or_(False, or_(False, True)), _if_then_else(and_(True, True), 2, 44), _if_then_else(False, 3, _if_then_else(True, 4, 0))))
le(_if_then_else(le(9, ones_diff_rows), _if_then_else(True, -47, 4), _if_then_else(True, max_row_clue, max_row_clue)), _if_then_else(and_(True, False), _if_then_else(False, compare_blocks_cols, compare_blocks_rows), _if_then_else(True, compare_blocks_cols, zeros_diff_cols)))
le(_if_then_else(True, compare_blocks_rows, compare_blocks_cols), _if_then_else(True, 1, compare_blocks_rows))
or_(and_(or_(True, True), and_(False, False)), True)
le(max_row_clue, _if_then_else(or_(False, True), _if_then_else(False, _if_then_else(False, zeros_diff_cols, 4), 3), _if_then_else(True, compare_blocks_cols, compare_blocks_cols)))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(_if_then_else(ge(max_col_clue, 4), _if_then_else(True, max_row_clue, max_col_clue), _if_then_else(True, ones_diff_cols, -71)), -71)
le(_if_then_else(False, max_col_clue, 1), _if_then_else(le(max_col_clue, max_col_clue), zeros_diff_cols, zeros_diff_rows))
ge(_if_then_else(False, compare_blocks_cols, compare_blocks_cols), -71)
or_(True, True)
le(1, compare_blocks_cols)
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(compare_blocks_cols, -71)
le(_if_then_else(True, zeros_diff_cols, zeros_diff_cols), zeros_diff_cols)
ge(3, _if_then_else(ge(max_col_clue, compare_blocks_rows), _if_then_else(False, 1, max_row_clue), _if_then_else(True, compare_blocks_cols, zeros_diff_rows)))
or_(le(max_row_clue, -26), True)
le(max_row_clue, _if_then_else(or_(ge(compare_blocks_rows, compare_blocks_cols), and_(False, True)), max_row_clue, max_row_clue))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(max_row_clue, -71)
le(zeros_diff_cols, zeros_diff_cols)
ge(3, compare_blocks_cols)
or_(True, False)
le(max_row_clue, _if_then_else(False, _if_then_else(le(max_row_clue, max_col_clue), max_row_clue, max_row_clue), compare_blocks_cols))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(ones_diff_rows, ones_diff_rows)
le(zeros_diff_cols, _if_then_else(False, max_col_clue, zeros_diff_cols))
ge(-71, 3)
or_(True, le(max_row_clue, _if_then_else(True, ones_diff_rows, compare_blocks_rows)))
le(compare_blocks_cols, 4)
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(_if_then_else(ge(compare_blocks_cols, 4), _if_then_else(True, max_row_clue, max_col_clue), _if_then_else(True, 92, max_row_clue)), -71)
le(_if_then_else(False, max_col_clue, 1), _if_then_else(False, 1, ones_diff_cols))
ge(_if_then_else(False, compare_blocks_cols, compare_blocks_cols), 3)
or_(True, True)
le(1, 4)
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(_if_then_else(ge(compare_blocks_cols, 4), _if_then_else(or_(True, and_(False, False)), _if_then_else(False, _if_then_else(and_(False, and_(False, True)), 2, zeros_diff_cols), _if_then_else(ge(1, _if_then_else(True, compare_blocks_rows, compare_blocks_rows)), 1, zeros_diff_rows)), _if_then_else(False, 1, 2)), _if_then_else(True, 92, max_col_clue)), -71)
le(_if_then_else(and_(ge(compare_blocks_rows, ones_diff_cols), or_(True, True)), max_col_clue, 1), zeros_diff_cols)
ge(_if_then_else(and_(or_(and_(True, True), le(3, zeros_diff_cols)), ge(_if_then_else(True, compare_blocks_cols, 2), _if_then_else(True, max_col_clue, zeros_diff_cols))), _if_then_else(or_(le(zeros_diff_rows, compare_blocks_rows), and_(False, False)), _if_then_else(ge(compare_blocks_cols, max_col_clue), _if_then_else(False, max_col_clue, ones_diff_cols), _if_then_else(True, 0, zeros_diff_rows)), _if_then_else(ge(3, ones_diff_cols), _if_then_else(False, 2, ones_diff_cols), _if_then_else(True, zeros_diff_rows, 1))), _if_then_else(ge(_if_then_else(True, 92, zeros_diff_rows), _if_then_else(True, compare_blocks_cols, zeros_diff_cols)), _if_then_else(le(compare_blocks_cols, 4), _if_then_else(True, 0, max_col_clue), _if_then_else(False, ones_diff_cols, compare_blocks_cols)), _if_then_else(or_(True, False), _if_then_else(True, 3, -45), _if_then_else(False, 0, compare_blocks_cols)))), -71)
or_(or_(and_(True, False), ge(compare_blocks_rows, zeros_diff_rows)), True)
le(_if_then_else(and_(or_(False, True), and_(ge(max_row_clue, _if_then_else(True, compare_blocks_cols, 2)), le(1, ones_diff_cols))), max_row_clue, max_row_clue), compare_blocks_cols)
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(max_row_clue, 4)
le(zeros_diff_cols, max_col_clue)
ge(-71, 3)
or_(True, True)
le(max_row_clue, 4)
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(_if_then_else(ge(compare_blocks_cols, ones_diff_rows), _if_then_else(True, max_row_clue, max_col_clue), _if_then_else(True, ones_diff_cols, -71)), -71)
le(_if_then_else(False, max_col_clue, 1), _if_then_else(True, zeros_diff_cols, zeros_diff_rows))
ge(_if_then_else(False, compare_blocks_cols, compare_blocks_cols), 3)
or_(True, True)
le(1, compare_blocks_cols)
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(_if_then_else(True, _if_then_else(True, max_col_clue, max_col_clue), _if_then_else(True, max_col_clue, max_col_clue)), -71)
le(zeros_diff_cols, _if_then_else(False, 1, ones_diff_cols))
ge(3, -71)
or_(True, True)
le(1, _if_then_else(le(max_row_clue, max_col_clue), max_row_clue, compare_blocks_cols))
VAL TREES:
add(mul(ones_diff_rows, ones_diff_rows), mul(zeros_diff_cols, zeros_diff_rows))
mul(add(mul(add(zeros_diff_cols, compare_blocks_rows), add(-98, ones_diff_rows)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, add(add(add(mul(mul(68, -86), add(zeros_diff_cols, ones_diff_rows)), mul(add(-4, ones_diff_cols), add(ones_diff_rows, -71))), add(mul(mul(zeros_diff_rows, zeros_diff_rows), add(ones_diff_cols, zeros_diff_cols)), add(add(-78, zeros_diff_rows), mul(16, ones_diff_cols)))), add(mul(add(add(zeros_diff_cols, zeros_diff_rows), mul(zeros_diff_cols, ones_diff_cols)), add(add(-53, ones_diff_rows), mul(-15, ones_diff_cols))), mul(add(add(-28, compare_blocks_cols), add(ones_diff_rows, compare_blocks_rows)), add(add(-100, -21), mul(ones_diff_rows, compare_blocks_rows)))))), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(add(mul(ones_diff_rows, zeros_diff_rows), add(compare_blocks_rows, add(-94, ones_diff_cols))), ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, add(mul(compare_blocks_rows, ones_diff_cols), mul(ones_diff_rows, zeros_diff_cols))), add(ones_diff_cols, zeros_diff_cols)))
mul(add(add(mul(zeros_diff_cols, ones_diff_cols), mul(zeros_diff_cols, ones_diff_rows)), zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(max_col_clue, -71)
le(_if_then_else(False, zeros_diff_cols, zeros_diff_cols), zeros_diff_cols)
ge(-71, -71)
or_(le(max_row_clue, -26), True)
le(max_row_clue, _if_then_else(False, compare_blocks_cols, max_row_clue))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(_if_then_else(ge(compare_blocks_cols, 4), _if_then_else(True, max_row_clue, max_col_clue), _if_then_else(True, ones_diff_cols, -71)), max_col_clue)
le(zeros_diff_cols, zeros_diff_cols)
ge(compare_blocks_cols, _if_then_else(False, compare_blocks_cols, -71))
or_(le(_if_then_else(True, max_row_clue, max_row_clue), _if_then_else(False, ones_diff_rows, compare_blocks_rows)), True)
le(max_row_clue, _if_then_else(False, max_row_clue, max_row_clue))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(max_col_clue, -71)
le(_if_then_else(False, max_col_clue, 1), _if_then_else(True, zeros_diff_cols, zeros_diff_rows))
ge(_if_then_else(False, compare_blocks_cols, compare_blocks_cols), -71)
or_(True, True)
le(1, compare_blocks_cols)
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(max_col_clue, -71)
le(_if_then_else(False, zeros_diff_cols, zeros_diff_cols), zeros_diff_cols)
ge(3, -71)
or_(True, True)
le(max_row_clue, 4)
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
mul(add(mul(mul(compare_blocks_rows, compare_blocks_cols), mul(ones_diff_cols, -86)), add(mul(ones_diff_cols, ones_diff_cols), mul(ones_diff_rows, -46))), add(mul(add(zeros_diff_rows, 51), mul(compare_blocks_rows, ones_diff_rows)), add(mul(9, ones_diff_cols), mul(zeros_diff_rows, zeros_diff_cols))))
mul(add(zeros_diff_rows, compare_blocks_rows), add(mul(zeros_diff_rows, mul(add(compare_blocks_cols, ones_diff_cols), mul(ones_diff_cols, compare_blocks_rows))), compare_blocks_rows))
mul(mul(compare_blocks_cols, 61), add(compare_blocks_rows, add(zeros_diff_cols, ones_diff_rows)))
mul(mul(compare_blocks_cols, mul(zeros_diff_cols, zeros_diff_cols)), mul(mul(zeros_diff_cols, zeros_diff_cols), add(ones_diff_cols, zeros_diff_cols)))
mul(add(zeros_diff_cols, zeros_diff_cols), add(53, compare_blocks_cols))
COND TREES:
ge(_if_then_else(ge(compare_blocks_cols, 4), _if_then_else(True, max_row_clue, max_col_clue), _if_then_else(True, 92, max_row_clue)), -71)
le(_if_then_else(False, max_col_clue, 1), _if_then_else(False, 1, ones_diff_cols))
ge(_if_then_else(False, compare_blocks_cols, compare_blocks_cols), 3)
or_(le(max_row_clue, -26), True)
le(1, _if_then_else(False, compare_blocks_cols, max_row_clue))
VAL TREES:
add(add(ones_diff_rows, ones_diff_rows), add(56, zeros_diff_cols))
